Date,Category,Subcategory,Location,Value
16/03/2016,Security Systems,Door Lock Systems,Location 3, 523.53 
27/02/2016,Electronics,Computer,Location 10, 891.66 
10/02/2016,Appliances,Water Purifier,Location 3, 725.59 
30/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 843.20 
09/04/2016,Carpenter,Furniture Repair/replacement,Location 9, 203.99 
04/07/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 1, 501.53 
20/03/2016,Painter,Texture Painting,Location 8, 980.06 
09/02/2016,Carpenter,Bolt And Latch,Location 6, 695.83 
24/01/2016,Electronics,Computer,Location 10, 5.22 
10/03/2016,Painter,Texture Painting,Location 1, 834.20 
13/03/2016,Carpenter,Bolt And Latch,Location 7, 377.73 
13/06/2016,Painter,Texture Painting,Location 5, 655.19 
26/06/2016,Pest Control,Termite Control,Location 8, 741.74 
09/02/2016,Electronics,Computer,Location 1, 228.00 
08/06/2016,Electrician,Fans,Location 4, 507.07 
11/05/2016,Carpenter,Furniture Repair/replacement,Location 7, 828.55 
27/03/2016,Testing,Food Test,Location 8, 421.62 
03/02/2016,Plumber,Bathroom Fittings,Location 2, 529.42 
27/03/2016,Electronics,Computer,Location 6, 19.66 
02/04/2016,Security Systems,CCTV,Location 1, 772.77 
14/02/2016,Records Management,Media Management,Location 8, 179.95 
09/05/2016,Electrician,Other Lights,Location 9, 306.74 
12/05/2016,Plumber,Toilet And Sanitary Work,Location 10, 123.87 
08/04/2016,Painter,Regular Painting,Location 8, 927.45 
21/06/2016,Appliances,Refrigerator Repair,Location 7, 159.96 
04/06/2016,Plumber,Bathroom Fittings,Location 5, 796.80 
09/02/2016,Plumber,Pipelines And Pumps,Location 3, 522.95 
05/04/2016,Painter,Texture Painting,Location 4, 719.99 
06/03/2016,Appliances,Water Purifier,Location 4, 549.83 
08/03/2016,Electrician,Other Lights,Location 3, 14.36 
12/03/2016,Carpenter,Bolt And Latch,Location 6, 899.28 
29/01/2016,Appliances,Refrigerator Repair,Location 3, 861.19 
23/03/2016,Carpenter,General Carpentry Work,Location 4, 105.25 
22/02/2016,Plumber,Leakage,Location 3, 513.26 
26/05/2016,Electrician,"Switches, Meters and Fuses",Location 1, 255.23 
11/06/2016,Industrial,Escalator,Location 10, 804.89 
25/05/2016,Plumber,Leakage,Location 7, 803.11 
23/05/2016,Plumber,Bathroom Fittings,Location 4, 539.37 
23/05/2016,Electronics,TV,Location 2, 40.77 
11/04/2016,Electronics,Computer,Location 9, 892.36 
29/06/2016,Security,Security Guard,Location 2, 817.33 
22/05/2016,Plumber,Choke Up,Location 1, 532.70 
13/02/2016,Electrician,Other Lights,Location 1, 615.79 
15/03/2016,Plumber,Water Tank,Location 6, 332.70 
12/03/2016,Pest Control,Cockroach Control,Location 4, 875.32 
26/05/2016,Plumber,Leakage,Location 3, 981.31 
25/04/2016,Electrician,Light Sockets/Holders,Location 3, 432.88 
29/03/2016,Plumber,Choke Up,Location 8, 20.39 
23/05/2016,Lawn and Garden,Gardening,Location 1, 999.55 
28/06/2016,Plumber,Choke Up,Location 10, 691.80 
19/06/2016,Electrician,Tube Lights,Location 9, 101.78 
30/03/2016,Plumber,Choke Up,Location 5, 721.39 
25/01/2016,Plumber,Pipelines And Pumps,Location 1, 870.19 
16/03/2016,Plumber,Bathroom Fittings,Location 7, 700.85 
16/03/2016,Carpenter,Furniture Repair/replacement,Location 8, 196.00 
04/05/2016,Electronics,Computer,Location 10, 112.36 
26/01/2016,Plumber,Toilet And Sanitary Work,Location 4, 683.02 
13/02/2016,Appliances,Dishwasher,Location 6, 567.97 
24/01/2016,Electronics,Printer,Location 4, 963.66 
09/02/2016,Pest Control,Ant Control,Location 8, 388.87 
10/04/2016,Electrician,Light Sockets/Holders,Location 8, 722.30 
28/04/2016,Carpenter,Furniture Installation and assembly,Location 10, 857.53 
07/05/2016,Plumber,Bathroom Fittings,Location 4, 412.42 
02/06/2016,Plumber,Leakage,Location 7, 155.15 
03/06/2016,Carpenter,Bolt And Latch,Location 1, 401.64 
01/05/2016,Carpenter,Furniture Repair/replacement,Location 7, 299.62 
13/03/2016,Electronics,Computer,Location 10, 674.02 
25/05/2016,Carpenter,Furniture Repair/replacement,Location 7, 108.06 
08/02/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 7, 431.19 
08/03/2016,Appliances,Coffee Machines,Location 5, 677.68 
02/07/2016,Transportation,Mini Tempo,Location 4, 532.11 
26/02/2016,Carpenter,Bolt And Latch,Location 1, 109.50 
09/04/2016,Electronics,TV,Location 1, 98.32 
27/02/2016,Security Systems,Door Lock Systems,Location 6, 599.71 
09/02/2016,Transportation,Truck,Location 4, 478.12 
01/05/2016,Records Management,Media Management,Location 1, 537.06 
31/01/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 5, 32.81 
14/03/2016,Pest Control,Cockroach Control,Location 4, 372.72 
25/03/2016,Plumber,Bathroom Fittings,Location 5, 714.81 
09/05/2016,Electronics,TV,Location 5, 942.08 
12/02/2016,Painter,Texture Painting,Location 1, 740.90 
25/05/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 93.63 
12/02/2016,Pest Control,Bed Bug Control,Location 8, 604.11 
18/02/2016,Waste Management,Disposal,Location 10, 546.91 
21/03/2016,Plumber,Toilet And Sanitary Work,Location 9, 882.36 
16/05/2016,Electronics,Computer,Location 1, 945.99 
28/03/2016,Carpenter,Bolt And Latch,Location 1, 9.03 
17/03/2016,Electronics,TV,Location 5, 768.08 
15/06/2016,Painter,Texture Painting,Location 10, 705.35 
02/05/2016,Appliances,Coffee Machines,Location 10, 482.01 
05/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 948.70 
19/04/2016,Electronics,Printer,Location 2, 749.57 
08/06/2016,Carpenter,Bolt And Latch,Location 6, 262.26 
10/04/2016,Appliances,UPS,Location 6, 719.18 
29/05/2016,Electrician,Tube Lights,Location 10, 121.03 
08/06/2016,Plumber,Leakage,Location 9, 406.24 
05/04/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 105.67 
21/03/2016,Painter,Regular Painting,Location 3, 564.10 
12/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 381.38 
23/02/2016,Electronics,Computer,Location 4, 661.81 
03/06/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 481.48 
25/05/2016,Appliances,Refrigerator Repair,Location 5, 999.44 
06/03/2016,Testing,Air Test,Location 2, 846.08 
20/03/2016,Painter,Texture Painting,Location 10, 549.79 
01/03/2016,Appliances,Refrigerator Repair,Location 2, 270.70 
14/02/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 0.31 
16/06/2016,Electrician,Other Lights,Location 2, 404.87 
29/06/2016,Appliances,UPS,Location 8, 236.19 
29/01/2016,Carpenter,Furniture Repair/replacement,Location 6, 662.93 
27/02/2016,Plumber,Leakage,Location 5, 766.65 
14/06/2016,Carpenter,General Carpentry Work,Location 9, 634.42 
08/04/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 7, 663.20 
16/02/2016,Carpenter,Furniture Repair/replacement,Location 3, 470.19 
03/02/2016,Waste Management,Disposal,Location 7, 814.45 
03/07/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 604.08 
23/04/2016,Electronics,Computer,Location 6, 10.42 
15/02/2016,Electronics,Computer,Location 5, 471.21 
12/02/2016,Electronics,Printer,Location 5, 0.62 
14/02/2016,Plumber,Leakage,Location 3, 479.55 
13/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 5, 320.36 
19/06/2016,Electronics,Computer,Location 1, 916.87 
17/05/2016,Appliances,Water Purifier,Location 1, 13.81 
23/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 825.60 
28/03/2016,Electronics,Computer,Location 3, 201.79 
12/03/2016,Plumber,Choke Up,Location 1, 164.77 
25/03/2016,Painter,Regular Painting,Location 8, 482.28 
22/02/2016,Electronics,Computer,Location 1, 828.31 
21/04/2016,Carpenter,Furniture Repair/replacement,Location 9, 589.86 
19/05/2016,Carpenter,Furniture Repair/replacement,Location 1, 771.61 
21/02/2016,Support Staff,Office,Location 1, 403.24 
08/06/2016,Pest Control,Termite Control,Location 7, 344.11 
25/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 645.20 
24/05/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 763.71 
27/06/2016,Security Systems,Access Control,Location 9, 650.74 
15/03/2016,Plumber,Choke Up,Location 2, 860.43 
25/01/2016,Security Systems,Door Lock Systems,Location 1, 673.92 
03/04/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 449.69 
26/03/2016,Electronics,Mobile,Location 7, 617.36 
02/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 7, 255.01 
01/03/2016,Plumber,Toilet And Sanitary Work,Location 6, 738.54 
29/06/2016,Plumber,Bathroom Fittings,Location 7, 442.80 
14/02/2016,Appliances,Water Purifier,Location 5, 445.78 
12/04/2016,Appliances,Refrigerator Repair,Location 1, 83.28 
31/03/2016,Caterer/Cook,Catering,Location 10, 674.10 
29/04/2016,Electronics,Mobile,Location 7, 375.88 
12/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 601.16 
04/05/2016,Pest Control,Ant Control,Location 4, 450.62 
11/04/2016,Plumber,Toilet And Sanitary Work,Location 6, 769.34 
22/05/2016,Electrician,Fans,Location 10, 802.89 
16/03/2016,Plumber,Bathroom Fittings,Location 4, 237.57 
27/01/2016,Plumber,Water Tank,Location 5, 802.66 
28/02/2016,Appliances,Refrigerator Repair,Location 4, 204.28 
11/03/2016,Appliances,Water Purifier,Location 6, 298.28 
07/06/2016,Appliances,Microwave Oven Repair,Location 5, 418.70 
26/05/2016,Plumber,Plumbing Electronics,Location 8, 158.95 
07/07/2016,Electronics,Mobile,Location 6, 407.52 
07/07/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 9, 661.05 
28/01/2016,Carpenter,Bolt And Latch,Location 3, 558.29 
17/06/2016,Painter,Regular Painting,Location 10, 793.40 
13/05/2016,Security Systems,CCTV,Location 10, 950.35 
27/01/2016,Plumber,Choke Up,Location 3, 852.63 
15/03/2016,Electronics,Computer,Location 1, 461.99 
16/03/2016,Appliances,Refrigerator Repair,Location 10, 956.06 
04/05/2016,Electronics,Computer,Location 1, 282.41 
04/04/2016,Carpenter,Bolt And Latch,Location 9, 170.98 
23/05/2016,Plumber,Pipelines And Pumps,Location 4, 491.09 
22/04/2016,Plumber,Water Tank,Location 2, 331.40 
10/04/2016,Carpenter,General Carpentry Work,Location 3, 131.92 
08/05/2016,Appliances,Water Coolers,Location 4, 281.93 
04/04/2016,Waste Management,Disposal,Location 5, 713.56 
21/04/2016,Carpenter,Furniture Repair/replacement,Location 7, 762.46 
05/07/2016,Appliances,Water Purifier,Location 5, 559.97 
26/04/2016,Pest Control,Termite Control,Location 9, 572.68 
27/02/2016,Plumber,Choke Up,Location 6, 949.76 
03/03/2016,Electronics,Mobile,Location 6, 143.31 
21/05/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 7.52 
27/05/2016,Painter,Texture Painting,Location 2, 34.73 
21/06/2016,Electronics,Computer,Location 2, 104.10 
24/02/2016,Carpenter,Bolt And Latch,Location 4, 901.39 
21/06/2016,Plumber,Pipelines And Pumps,Location 6, 398.36 
24/04/2016,Plumber,Toilet And Sanitary Work,Location 8, 960.64 
14/06/2016,Carpenter,Bolt And Latch,Location 5, 850.79 
22/02/2016,Lawn and Garden,Gardening,Location 8, 434.78 
03/03/2016,Carpenter,Furniture Repair/replacement,Location 8, 717.16 
01/02/2016,Painter,Texture Painting,Location 8, 6.22 
06/06/2016,Electronics,Computer,Location 5, 755.07 
24/03/2016,Painter,Regular Painting,Location 8, 599.66 
16/06/2016,Electrician,"Switches, Meters and Fuses",Location 6, 335.44 
26/06/2016,Pest Control,Mosquito Control,Location 8, 978.53 
21/06/2016,Appliances,Refrigerator Repair,Location 2, 130.67 
18/03/2016,Plumber,Choke Up,Location 9, 512.27 
02/03/2016,Support Staff,Office,Location 9, 292.77 
25/01/2016,Electronics,Computer,Location 1, 171.75 
10/02/2016,Carpenter,Furniture Repair/replacement,Location 8, 835.13 
08/04/2016,Carpenter,Bolt And Latch,Location 2, 383.25 
23/04/2016,Pest Control,Cockroach Control,Location 6, 448.04 
08/06/2016,Electronics,Computer,Location 8, 408.90 
25/02/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 530.34 
04/04/2016,Carpenter,Bolt And Latch,Location 8, 640.25 
09/05/2016,Appliances,Water Purifier,Location 2, 297.86 
14/03/2016,Flooring,Stone & Tile Restoration,Location 7, 53.84 
07/04/2016,Carpenter,Bolt And Latch,Location 6, 221.71 
17/04/2016,Electrician,"Switches, Meters and Fuses",Location 6, 329.93 
16/03/2016,Carpenter,General Carpentry Work,Location 10, 104.74 
24/04/2016,Plumber,Bathroom Fittings,Location 10, 866.11 
29/03/2016,Carpenter,Bolt And Latch,Location 9, 624.63 
10/02/2016,Carpenter,Furniture Repair/replacement,Location 9, 975.29 
10/06/2016,Electrician,Other Lights,Location 6, 942.18 
29/06/2016,Security Systems,CCTV,Location 5, 867.40 
22/03/2016,Painter,Texture Painting,Location 2, 104.33 
14/06/2016,Plumber,Toilet And Sanitary Work,Location 8, 119.66 
23/02/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 998.14 
22/02/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 728.47 
24/06/2016,Painter,Texture Painting,Location 4, 880.07 
11/05/2016,Plumber,Bathroom Fittings,Location 3, 58.00 
23/06/2016,Plumber,Leakage,Location 3, 501.35 
04/04/2016,Carpenter,Bolt And Latch,Location 8, 285.55 
01/07/2016,Plumber,Toilet And Sanitary Work,Location 3, 23.75 
06/02/2016,Carpenter,General Carpentry Work,Location 9, 48.96 
22/05/2016,Plumber,Toilet And Sanitary Work,Location 9, 820.33 
20/02/2016,Carpenter,General Carpentry Work,Location 6, 366.47 
04/03/2016,Electrician,"Switches, Meters and Fuses",Location 5, 993.99 
14/02/2016,Plumber,Toilet And Sanitary Work,Location 8, 77.60 
25/03/2016,Plumber,Water Tank,Location 4, 602.61 
12/06/2016,Electrician,Other Lights,Location 3, 729.87 
26/02/2016,Electrician,Tube Lights,Location 7, 310.25 
14/05/2016,Plumber,Water Tank,Location 7, 56.64 
28/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 235.50 
06/05/2016,Pest Control,Mosquito Control,Location 5, 730.49 
19/02/2016,Appliances,UPS,Location 1, 216.07 
14/02/2016,Appliances,Microwave Oven Repair,Location 9, 140.37 
04/05/2016,Lawn and Garden,Landscaping,Location 1, 772.18 
30/05/2016,Electrician,Fans,Location 9, 983.45 
13/02/2016,Electronics,TV,Location 10, 73.96 
21/05/2016,Plumber,Toilet And Sanitary Work,Location 6, 4.38 
20/04/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 311.79 
24/05/2016,Electronics,Mobile,Location 3, 510.51 
09/02/2016,Appliances,Water Purifier,Location 6, 924.76 
31/03/2016,Electrician,"Switches, Meters and Fuses",Location 1, 93.99 
13/06/2016,Plumber,Water Tank,Location 2, 162.37 
22/05/2016,Pest Control,Rat Control,Location 7, 656.21 
06/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 678.49 
12/06/2016,Carpenter,Furniture Repair/replacement,Location 9, 655.04 
12/02/2016,Records Management,Secure Document Destruction,Location 8, 872.81 
16/02/2016,Electronics,TV,Location 10, 238.21 
30/06/2016,Electrician,Fancy Lights,Location 7, 216.45 
21/06/2016,Appliances,Refrigerator Repair,Location 7, 262.57 
04/04/2016,Plumber,Choke Up,Location 5, 240.90 
24/01/2016,Painter,Regular Painting,Location 6, 247.02 
24/02/2016,Water Supply,Mineral Water,Location 4, 909.77 
17/06/2016,Plumber,Choke Up,Location 7, 582.24 
16/05/2016,Appliances,Refrigerator Repair,Location 1, 243.59 
31/01/2016,Lawn and Garden,Landscaping,Location 10, 895.73 
09/02/2016,Security,Security Guard,Location 1, 615.64 
12/05/2016,Electronics,Mobile,Location 5, 172.30 
18/05/2016,Painter,Texture Painting,Location 1, 5.41 
14/06/2016,Carpenter,Bolt And Latch,Location 10, 987.71 
04/06/2016,Cleaning,Office,Location 4, 46.55 
05/03/2016,Electronics,TV,Location 2, 361.85 
19/05/2016,Plumber,Leakage,Location 7, 617.59 
10/02/2016,Appliances,Refrigerator Repair,Location 8, 520.21 
28/04/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 4, 697.35 
10/02/2016,Electronics,Computer,Location 9, 121.58 
19/05/2016,Carpenter,Furniture Repair/replacement,Location 9, 327.48 
19/06/2016,Plumber,Toilet And Sanitary Work,Location 9, 83.77 
06/02/2016,Plumber,Toilet And Sanitary Work,Location 6, 906.04 
24/03/2016,Painter,Regular Painting,Location 6, 400.97 
26/02/2016,Plumber,Bathroom Fittings,Location 6, 788.89 
26/04/2016,Electronics,TV,Location 4, 453.54 
09/04/2016,Carpenter,Furniture Installation and assembly,Location 1, 835.23 
14/03/2016,Plumber,Toilet And Sanitary Work,Location 5, 557.49 
02/05/2016,Plumber,Choke Up,Location 9, 480.87 
07/05/2016,Appliances,Refrigerator Repair,Location 7, 83.61 
02/04/2016,Electronics,Mobile,Location 8, 895.90 
05/02/2016,Plumber,Leakage,Location 8, 139.40 
11/04/2016,Electrician,Fans,Location 4, 495.87 
08/04/2016,Pest Control,Cockroach Control,Location 1, 102.03 
25/03/2016,Electrician,Other Lights,Location 6, 736.30 
27/02/2016,Appliances,Refrigerator Repair,Location 10, 634.66 
14/03/2016,Electronics,Projector,Location 6, 428.98 
03/03/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 317.65 
28/05/2016,Carpenter,Furniture Repair/replacement,Location 3, 969.74 
17/02/2016,Pest Control,Bed Bug Control,Location 6, 689.74 
23/04/2016,Electrician,Wiring,Location 5, 865.99 
09/06/2016,Electrician,Light Sockets/Holders,Location 4, 17.77 
02/05/2016,Cleaning,Office,Location 8, 238.43 
08/04/2016,Carpenter,Furniture Repair/replacement,Location 10, 723.39 
14/04/2016,Electrician,Other Lights,Location 6, 296.60 
24/03/2016,Appliances,Water Purifier,Location 4, 124.30 
13/05/2016,Plumber,"Tap, Wash basin and Sink",Location 10, 754.86 
25/02/2016,Appliances,Refrigerator Repair,Location 7, 178.02 
26/06/2016,Pest Control,Honey Bee Control,Location 8, 938.02 
12/06/2016,Appliances,Water Purifier,Location 7, 666.00 
02/07/2016,Carpenter,Furniture Repair/replacement,Location 5, 623.81 
02/04/2016,Appliances,Water Purifier,Location 7, 147.93 
27/03/2016,Electrician,"Switches, Meters and Fuses",Location 6, 793.91 
23/02/2016,Electronics,Computer,Location 1, 10.51 
02/05/2016,Electrician,Fans,Location 3, 72.32 
20/06/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 398.51 
24/01/2016,Plumber,Bathroom Fittings,Location 3, 94.90 
24/04/2016,Pest Control,Cockroach Control,Location 9, 726.18 
20/06/2016,Support Staff,Office,Location 10, 562.49 
01/06/2016,Plumber,Choke Up,Location 2, 736.42 
14/03/2016,Carpenter,Furniture Repair/replacement,Location 7, 243.38 
04/05/2016,Electronics,Computer,Location 5, 370.68 
25/05/2016,Pest Control,Rat Control,Location 2, 881.27 
04/06/2016,Plumber,Bathroom Fittings,Location 2, 348.31 
28/04/2016,Lawn and Garden,Gardening,Location 1, 109.81 
14/04/2016,Plumber,Choke Up,Location 8, 803.76 
05/05/2016,Electrician,"Switches, Meters and Fuses",Location 4, 515.42 
05/05/2016,Carpenter,Furniture Repair/replacement,Location 6, 841.07 
17/02/2016,Electronics,Mobile,Location 9, 73.71 
28/03/2016,Electrician,Fans,Location 10, 220.80 
22/02/2016,Plumber,Bathroom Fittings,Location 10, 122.34 
19/06/2016,Support Staff,Office,Location 4, 159.30 
05/05/2016,Plumber,Toilet And Sanitary Work,Location 2, 88.61 
26/05/2016,Carpenter,Furniture Repair/replacement,Location 10, 666.05 
15/04/2016,Electronics,Computer,Location 2, 208.03 
19/03/2016,Electrician,Other Lights,Location 3, 762.27 
30/05/2016,Plumber,Choke Up,Location 8, 752.18 
30/04/2016,Electrician,Fancy Lights,Location 4, 14.99 
21/06/2016,Plumber,Bathroom Fittings,Location 9, 241.70 
11/04/2016,Electronics,TV,Location 10, 348.06 
07/02/2016,Carpenter,Furniture Repair/replacement,Location 5, 212.86 
08/06/2016,Lawn and Garden,Gardening,Location 4, 458.69 
20/06/2016,Appliances,Refrigerator Repair,Location 8, 644.74 
05/04/2016,Pest Control,Honey Bee Control,Location 9, 117.50 
13/05/2016,Painter,Texture Painting,Location 7, 805.37 
